code_len,num_lines,num_semicolons,num_parens,num_quotes,is_sql,is_cmdi,is_pathtraver,is_xss,is_crypto,special_chars
5564.0,136.0,56.0,128.0,65.0,0.0,0.0,1.0,1.0,1.0,104.0
3050.0,76.0,26.0,50.0,33.0,1.0,0.0,0.0,1.0,0.0,79.0
3940.0,100.0,33.0,66.0,24.0,0.0,0.0,1.0,1.0,0.0,109.0
3349.0,79.0,30.0,66.0,26.0,0.0,0.0,0.0,1.0,0.0,99.0
2187.0,62.0,22.0,26.0,18.0,0.0,0.0,0.0,1.0,0.0,68.0
5594.0,131.0,46.0,126.0,40.0,0.0,0.0,1.0,1.0,1.0,121.0
5505.0,136.0,51.0,126.0,42.0,0.0,0.0,0.0,1.0,1.0,132.0
4534.0,116.0,43.0,106.0,35.0,0.0,0.0,0.0,1.0,0.0,124.0
4062.0,102.0,34.0,78.0,30.0,1.0,0.0,0.0,1.0,0.0,92.0
5002.0,116.0,42.0,116.0,36.0,0.0,0.0,1.0,1.0,1.0,102.0
3390.0,87.0,30.0,54.0,25.0,1.0,0.0,0.0,1.0,0.0,87.0
4873.0,114.0,40.0,106.0,41.0,0.0,0.0,1.0,1.0,1.0,100.0
3959.0,105.0,46.0,86.0,42.0,0.0,1.0,0.0,1.0,0.0,86.0
2939.0,78.0,27.0,44.0,26.0,1.0,0.0,0.0,1.0,0.0,79.0
2840.0,77.0,28.0,50.0,12.0,0.0,1.0,0.0,1.0,0.0,71.0
4155.0,102.0,41.0,108.0,30.0,0.0,0.0,0.0,1.0,0.0,109.0
3611.0,95.0,35.0,46.0,55.0,1.0,0.0,0.0,1.0,0.0,91.0
5056.0,112.0,38.0,106.0,37.0,0.0,0.0,0.0,1.0,0.0,113.0
5766.0,133.0,45.0,140.0,43.0,0.0,0.0,1.0,1.0,1.0,137.0
4186.0,90.0,33.0,84.0,48.0,1.0,0.0,0.0,1.0,0.0,112.0
3529.0,90.0,34.0,76.0,28.0,0.0,0.0,0.0,1.0,0.0,90.0
5346.0,129.0,49.0,108.0,52.0,0.0,0.0,1.0,1.0,1.0,112.0
5495.0,129.0,54.0,130.0,48.0,0.0,0.0,0.0,1.0,1.0,144.0
5980.0,151.0,59.0,124.0,58.0,0.0,0.0,1.0,1.0,1.0,112.0
2901.0,73.0,26.0,46.0,29.0,1.0,0.0,0.0,1.0,0.0,83.0
4616.0,114.0,43.0,116.0,32.0,0.0,0.0,0.0,1.0,0.0,116.0
7022.0,153.0,64.0,184.0,56.0,0.0,0.0,0.0,1.0,1.0,161.0
4288.0,108.0,40.0,102.0,32.0,0.0,0.0,0.0,1.0,0.0,112.0
2970.0,79.0,22.0,50.0,20.0,0.0,0.0,0.0,1.0,0.0,77.0
5262.0,123.0,44.0,114.0,38.0,0.0,0.0,1.0,1.0,1.0,109.0
4367.0,108.0,39.0,92.0,36.0,0.0,0.0,1.0,1.0,1.0,92.0
3402.0,88.0,32.0,62.0,37.0,0.0,0.0,1.0,1.0,0.0,99.0
5373.0,127.0,42.0,126.0,43.0,0.0,0.0,1.0,1.0,1.0,109.0
5024.0,129.0,52.0,110.0,53.0,0.0,0.0,0.0,1.0,0.0,126.0
3418.0,95.0,32.0,62.0,27.0,0.0,0.0,1.0,1.0,0.0,93.0
2730.0,76.0,27.0,50.0,22.0,0.0,0.0,0.0,1.0,0.0,84.0
2039.0,53.0,18.0,30.0,14.0,0.0,0.0,0.0,1.0,0.0,61.0
3739.0,86.0,34.0,68.0,34.0,0.0,0.0,0.0,1.0,0.0,111.0
2625.0,67.0,27.0,42.0,30.0,0.0,0.0,0.0,1.0,0.0,89.0
3177.0,82.0,28.0,58.0,28.0,0.0,0.0,0.0,1.0,0.0,92.0
5387.0,124.0,46.0,116.0,50.0,0.0,0.0,1.0,1.0,1.0,107.0
4279.0,114.0,43.0,78.0,49.0,0.0,1.0,1.0,1.0,0.0,102.0
5029.0,130.0,52.0,110.0,50.0,0.0,0.0,0.0,1.0,0.0,129.0
2349.0,65.0,22.0,30.0,18.0,0.0,0.0,0.0,1.0,0.0,72.0
2598.0,72.0,24.0,44.0,14.0,0.0,0.0,0.0,1.0,0.0,77.0
4245.0,104.0,38.0,80.0,52.0,0.0,0.0,1.0,1.0,0.0,125.0
2397.0,68.0,24.0,36.0,16.0,0.0,0.0,0.0,1.0,0.0,75.0
5146.0,121.0,43.0,104.0,37.0,0.0,0.0,1.0,1.0,0.0,138.0
4208.0,95.0,36.0,86.0,41.0,0.0,0.0,0.0,1.0,0.0,125.0
2871.0,73.0,27.0,48.0,28.0,0.0,0.0,0.0,1.0,0.0,91.0
4020.0,104.0,30.0,64.0,25.0,0.0,0.0,1.0,1.0,0.0,87.0
5320.0,123.0,47.0,122.0,48.0,0.0,0.0,0.0,1.0,1.0,134.0
6252.0,154.0,59.0,128.0,69.0,0.0,0.0,0.0,1.0,1.0,144.0
2190.0,56.0,20.0,28.0,18.0,0.0,0.0,0.0,1.0,0.0,63.0
4361.0,95.0,37.0,86.0,39.0,1.0,0.0,0.0,1.0,0.0,116.0
5237.0,126.0,47.0,118.0,40.0,0.0,0.0,1.0,1.0,1.0,106.0
3332.0,86.0,32.0,60.0,41.0,0.0,0.0,0.0,1.0,0.0,102.0
5020.0,112.0,40.0,110.0,38.0,0.0,0.0,1.0,1.0,1.0,97.0
2701.0,73.0,22.0,42.0,20.0,0.0,0.0,0.0,1.0,0.0,80.0
5155.0,124.0,44.0,124.0,37.0,0.0,0.0,0.0,1.0,1.0,132.0
3308.0,83.0,28.0,64.0,35.0,0.0,0.0,1.0,1.0,0.0,89.0
3833.0,87.0,38.0,78.0,34.0,0.0,0.0,0.0,1.0,0.0,118.0
5274.0,121.0,47.0,120.0,48.0,0.0,0.0,0.0,1.0,1.0,135.0
5102.0,122.0,43.0,112.0,38.0,0.0,0.0,1.0,1.0,1.0,96.0
4662.0,103.0,37.0,100.0,42.0,1.0,0.0,0.0,1.0,0.0,118.0
4527.0,116.0,48.0,106.0,50.0,0.0,0.0,0.0,1.0,0.0,113.0
3646.0,103.0,44.0,66.0,44.0,0.0,1.0,0.0,1.0,0.0,102.0
3448.0,88.0,32.0,56.0,45.0,1.0,0.0,0.0,1.0,0.0,74.0
3071.0,81.0,27.0,50.0,26.0,0.0,0.0,0.0,1.0,0.0,81.0
4814.0,116.0,41.0,96.0,36.0,1.0,0.0,0.0,1.0,0.0,104.0
4380.0,106.0,44.0,108.0,44.0,0.0,0.0,0.0,1.0,0.0,129.0
5728.0,130.0,49.0,128.0,52.0,0.0,0.0,1.0,1.0,1.0,124.0
7115.0,153.0,57.0,168.0,52.0,0.0,0.0,1.0,1.0,1.0,179.0
2831.0,73.0,29.0,50.0,28.0,0.0,0.0,0.0,1.0,0.0,79.0
2537.0,72.0,22.0,38.0,21.0,0.0,0.0,0.0,1.0,0.0,77.0
2067.0,54.0,20.0,24.0,18.0,0.0,0.0,0.0,1.0,0.0,67.0
4181.0,109.0,46.0,96.0,36.0,0.0,0.0,0.0,1.0,0.0,110.0
3660.0,99.0,34.0,54.0,50.0,1.0,0.0,0.0,1.0,0.0,90.0
4809.0,116.0,46.0,114.0,46.0,0.0,0.0,0.0,1.0,0.0,134.0
2688.0,74.0,23.0,40.0,22.0,0.0,0.0,0.0,1.0,0.0,76.0
5171.0,120.0,41.0,124.0,36.0,0.0,0.0,1.0,1.0,1.0,112.0
2674.0,74.0,28.0,42.0,18.0,0.0,0.0,0.0,1.0,0.0,82.0
2327.0,64.0,20.0,32.0,14.0,0.0,0.0,0.0,1.0,0.0,68.0
5972.0,140.0,48.0,128.0,38.0,0.0,0.0,1.0,1.0,1.0,127.0
3856.0,94.0,32.0,64.0,32.0,0.0,0.0,1.0,1.0,0.0,103.0
4902.0,119.0,43.0,108.0,36.0,0.0,0.0,0.0,1.0,1.0,120.0
3893.0,98.0,33.0,66.0,37.0,0.0,0.0,0.0,1.0,0.0,101.0
3485.0,90.0,32.0,54.0,24.0,1.0,0.0,0.0,1.0,0.0,87.0
4545.0,115.0,42.0,110.0,32.0,0.0,0.0,0.0,1.0,0.0,115.0
2562.0,71.0,27.0,36.0,28.0,0.0,1.0,0.0,0.0,0.0,74.0
3283.0,81.0,30.0,56.0,34.0,1.0,0.0,0.0,1.0,0.0,98.0
4699.0,111.0,43.0,116.0,38.0,0.0,0.0,0.0,1.0,1.0,119.0
2917.0,82.0,32.0,52.0,16.0,0.0,0.0,0.0,1.0,0.0,90.0
2880.0,78.0,28.0,56.0,25.0,0.0,1.0,0.0,1.0,0.0,85.0
4014.0,93.0,27.0,66.0,28.0,1.0,0.0,0.0,1.0,0.0,74.0
3537.0,107.0,47.0,52.0,56.0,0.0,1.0,0.0,1.0,0.0,92.0
7147.0,154.0,56.0,212.0,49.0,0.0,0.0,1.0,1.0,1.0,149.0
5960.0,136.0,45.0,136.0,32.0,0.0,0.0,1.0,1.0,1.0,152.0
6507.0,141.0,52.0,150.0,55.0,0.0,0.0,1.0,1.0,1.0,140.0
2740.0,70.0,20.0,50.0,26.0,0.0,0.0,1.0,1.0,0.0,74.0
3391.0,88.0,30.0,68.0,27.0,0.0,0.0,1.0,1.0,0.0,85.0
2865.0,77.0,24.0,54.0,25.0,0.0,0.0,0.0,1.0,0.0,87.0
5709.0,130.0,47.0,132.0,44.0,0.0,0.0,1.0,1.0,1.0,122.0
5237.0,119.0,48.0,122.0,50.0,0.0,0.0,0.0,1.0,1.0,133.0
4470.0,111.0,37.0,98.0,32.0,0.0,0.0,1.0,1.0,1.0,96.0
6092.0,141.0,49.0,140.0,44.0,0.0,0.0,1.0,1.0,1.0,129.0
3973.0,97.0,38.0,72.0,32.0,1.0,0.0,0.0,1.0,0.0,109.0
5492.0,123.0,40.0,116.0,62.0,0.0,0.0,1.0,1.0,0.0,135.0
6327.0,139.0,54.0,148.0,50.0,0.0,0.0,0.0,1.0,1.0,154.0
5609.0,123.0,44.0,114.0,46.0,0.0,0.0,0.0,1.0,0.0,126.0
2675.0,67.0,22.0,46.0,23.0,0.0,0.0,0.0,1.0,0.0,75.0
2072.0,57.0,20.0,24.0,20.0,0.0,0.0,0.0,1.0,0.0,69.0
2454.0,68.0,23.0,40.0,25.0,0.0,0.0,0.0,1.0,0.0,78.0
4524.0,122.0,44.0,78.0,45.0,0.0,0.0,1.0,1.0,0.0,109.0
3267.0,81.0,30.0,52.0,20.0,1.0,0.0,0.0,1.0,0.0,83.0
4621.0,104.0,37.0,90.0,32.0,0.0,0.0,0.0,1.0,0.0,101.0
3085.0,87.0,32.0,48.0,28.0,0.0,1.0,0.0,0.0,0.0,81.0
3607.0,88.0,31.0,74.0,26.0,1.0,0.0,0.0,1.0,0.0,92.0
2963.0,76.0,26.0,46.0,33.0,0.0,0.0,0.0,1.0,0.0,90.0
3023.0,72.0,25.0,56.0,24.0,1.0,0.0,0.0,1.0,0.0,72.0
2615.0,67.0,22.0,42.0,21.0,1.0,0.0,0.0,1.0,0.0,69.0
3719.0,97.0,34.0,58.0,18.0,1.0,0.0,0.0,1.0,0.0,93.0
5409.0,122.0,39.0,110.0,34.0,0.0,0.0,0.0,1.0,0.0,108.0
4192.0,106.0,34.0,66.0,33.0,1.0,0.0,0.0,1.0,0.0,106.0
3580.0,97.0,32.0,52.0,41.0,0.0,0.0,1.0,1.0,0.0,76.0
2415.0,59.0,25.0,40.0,30.0,0.0,0.0,0.0,1.0,0.0,86.0
4900.0,120.0,45.0,106.0,36.0,0.0,0.0,0.0,1.0,1.0,122.0
2568.0,69.0,21.0,40.0,20.0,0.0,0.0,0.0,1.0,0.0,70.0
3369.0,87.0,32.0,70.0,39.0,0.0,1.0,0.0,1.0,0.0,99.0
4395.0,106.0,37.0,96.0,35.0,0.0,0.0,1.0,1.0,0.0,90.0
5621.0,135.0,48.0,136.0,38.0,0.0,0.0,0.0,1.0,1.0,138.0
3519.0,92.0,36.0,68.0,30.0,0.0,0.0,0.0,1.0,0.0,92.0
3594.0,91.0,28.0,60.0,30.0,0.0,0.0,1.0,1.0,0.0,98.0
8488.0,179.0,69.0,244.0,75.0,0.0,0.0,1.0,1.0,1.0,196.0
3277.0,83.0,34.0,60.0,34.0,0.0,0.0,0.0,1.0,0.0,106.0
5187.0,126.0,43.0,108.0,40.0,0.0,0.0,1.0,1.0,1.0,101.0
5168.0,127.0,50.0,112.0,62.0,0.0,0.0,0.0,1.0,1.0,120.0
3754.0,94.0,35.0,70.0,26.0,1.0,0.0,0.0,1.0,0.0,97.0
4593.0,108.0,41.0,100.0,34.0,0.0,0.0,0.0,1.0,1.0,109.0
5014.0,109.0,42.0,102.0,46.0,0.0,0.0,0.0,1.0,0.0,121.0
3023.0,76.0,28.0,50.0,25.0,1.0,0.0,0.0,1.0,0.0,84.0
3327.0,88.0,33.0,58.0,22.0,0.0,0.0,0.0,1.0,0.0,88.0
3532.0,91.0,34.0,68.0,28.0,0.0,0.0,0.0,1.0,0.0,86.0
2457.0,67.0,22.0,36.0,18.0,0.0,0.0,0.0,1.0,0.0,75.0
4344.0,109.0,39.0,78.0,43.0,1.0,0.0,0.0,1.0,0.0,110.0
5008.0,120.0,47.0,114.0,38.0,0.0,0.0,1.0,1.0,1.0,106.0
5326.0,118.0,50.0,128.0,54.0,0.0,0.0,1.0,1.0,0.0,132.0
6418.0,141.0,52.0,138.0,65.0,0.0,0.0,0.0,1.0,0.0,154.0
3367.0,95.0,38.0,62.0,40.0,0.0,1.0,1.0,1.0,0.0,88.0
3167.0,86.0,30.0,62.0,19.0,0.0,1.0,1.0,1.0,0.0,84.0
5417.0,124.0,49.0,126.0,53.0,0.0,0.0,0.0,1.0,1.0,141.0
2745.0,70.0,26.0,40.0,18.0,1.0,0.0,0.0,1.0,0.0,72.0
3260.0,79.0,25.0,60.0,22.0,1.0,0.0,0.0,1.0,0.0,69.0
3498.0,88.0,32.0,80.0,30.0,0.0,0.0,0.0,1.0,0.0,85.0
4216.0,103.0,36.0,82.0,39.0,0.0,0.0,1.0,1.0,0.0,103.0
3131.0,80.0,28.0,50.0,33.0,0.0,0.0,0.0,1.0,0.0,97.0
2464.0,66.0,24.0,42.0,22.0,0.0,0.0,0.0,1.0,0.0,78.0
5123.0,129.0,49.0,130.0,34.0,0.0,0.0,0.0,1.0,0.0,137.0
4611.0,113.0,41.0,104.0,34.0,0.0,0.0,0.0,1.0,1.0,110.0
5133.0,129.0,50.0,118.0,38.0,0.0,0.0,1.0,1.0,1.0,114.0
3220.0,76.0,30.0,56.0,32.0,1.0,0.0,0.0,1.0,0.0,91.0
2203.0,61.0,21.0,30.0,22.0,0.0,0.0,0.0,1.0,0.0,69.0
3101.0,77.0,25.0,58.0,28.0,1.0,0.0,0.0,1.0,0.0,82.0
5417.0,133.0,53.0,124.0,36.0,0.0,0.0,0.0,1.0,1.0,131.0
4049.0,98.0,31.0,66.0,47.0,1.0,0.0,0.0,1.0,0.0,107.0
4021.0,100.0,39.0,84.0,32.0,1.0,0.0,0.0,1.0,0.0,92.0
2700.0,67.0,26.0,42.0,32.0,0.0,0.0,0.0,1.0,0.0,84.0
4949.0,118.0,41.0,116.0,43.0,0.0,0.0,1.0,1.0,1.0,96.0
4769.0,121.0,39.0,82.0,63.0,0.0,0.0,1.0,1.0,0.0,107.0
4376.0,110.0,45.0,106.0,30.0,0.0,0.0,0.0,1.0,0.0,120.0
4342.0,113.0,41.0,98.0,32.0,0.0,0.0,0.0,1.0,0.0,117.0
2471.0,64.0,21.0,34.0,20.0,0.0,0.0,0.0,1.0,0.0,70.0
2777.0,70.0,28.0,48.0,34.0,0.0,0.0,0.0,1.0,0.0,93.0
4573.0,107.0,41.0,110.0,34.0,0.0,0.0,0.0,1.0,1.0,112.0
6591.0,164.0,61.0,138.0,72.0,0.0,0.0,0.0,1.0,1.0,153.0
2397.0,66.0,24.0,46.0,25.0,0.0,0.0,0.0,1.0,0.0,76.0
5431.0,127.0,43.0,112.0,38.0,0.0,0.0,1.0,1.0,1.0,109.0
2165.0,59.0,20.0,34.0,12.0,0.0,0.0,0.0,1.0,0.0,69.0
4284.0,103.0,36.0,90.0,47.0,1.0,0.0,0.0,1.0,0.0,106.0
5310.0,122.0,45.0,118.0,36.0,0.0,0.0,1.0,1.0,1.0,112.0
4262.0,116.0,42.0,76.0,48.0,0.0,0.0,1.0,1.0,0.0,92.0
2368.0,66.0,21.0,36.0,14.0,0.0,0.0,0.0,1.0,0.0,72.0
3635.0,101.0,37.0,54.0,40.0,0.0,0.0,0.0,1.0,0.0,92.0
4119.0,108.0,37.0,80.0,41.0,0.0,1.0,1.0,1.0,0.0,112.0
3503.0,81.0,30.0,66.0,40.0,1.0,0.0,0.0,1.0,0.0,96.0
2318.0,62.0,19.0,30.0,22.0,0.0,0.0,0.0,1.0,0.0,68.0
5707.0,135.0,47.0,124.0,38.0,0.0,0.0,1.0,1.0,1.0,110.0
3080.0,82.0,32.0,42.0,43.0,0.0,0.0,0.0,1.0,0.0,73.0
2890.0,77.0,28.0,40.0,22.0,1.0,0.0,0.0,1.0,0.0,79.0
3128.0,88.0,34.0,68.0,26.0,0.0,1.0,0.0,1.0,0.0,88.0
3714.0,101.0,35.0,66.0,21.0,0.0,0.0,1.0,1.0,0.0,98.0
4549.0,125.0,44.0,74.0,56.0,0.0,0.0,1.0,1.0,0.0,113.0
5805.0,134.0,58.0,162.0,56.0,0.0,0.0,0.0,1.0,0.0,148.0
4996.0,110.0,42.0,110.0,50.0,0.0,0.0,1.0,1.0,1.0,104.0
3609.0,91.0,31.0,66.0,43.0,0.0,0.0,0.0,1.0,0.0,103.0
3274.0,85.0,35.0,62.0,28.0,1.0,0.0,0.0,1.0,0.0,93.0
4888.0,113.0,39.0,106.0,34.0,0.0,0.0,1.0,1.0,1.0,107.0
2434.0,69.0,24.0,38.0,18.0,0.0,0.0,0.0,1.0,0.0,78.0
3059.0,86.0,30.0,38.0,40.0,0.0,0.0,0.0,1.0,0.0,73.0
3003.0,86.0,31.0,36.0,40.0,0.0,0.0,0.0,1.0,0.0,76.0
4353.0,99.0,40.0,94.0,56.0,1.0,0.0,0.0,1.0,0.0,111.0
4884.0,124.0,38.0,86.0,42.0,0.0,0.0,1.0,1.0,0.0,114.0
2509.0,67.0,22.0,34.0,18.0,0.0,0.0,0.0,1.0,0.0,70.0
5248.0,119.0,40.0,106.0,34.0,0.0,0.0,0.0,1.0,0.0,109.0
3017.0,76.0,29.0,52.0,41.0,0.0,0.0,0.0,1.0,0.0,113.0
5779.0,142.0,52.0,112.0,61.0,0.0,0.0,1.0,1.0,1.0,103.0
5163.0,124.0,46.0,114.0,36.0,0.0,0.0,1.0,1.0,1.0,102.0
3405.0,85.0,27.0,60.0,31.0,1.0,0.0,0.0,1.0,0.0,84.0
4757.0,117.0,43.0,110.0,34.0,0.0,0.0,0.0,1.0,1.0,115.0
3352.0,84.0,28.0,54.0,23.0,1.0,0.0,0.0,1.0,0.0,81.0
9434.0,195.0,80.0,262.0,64.0,0.0,0.0,1.0,1.0,1.0,186.0
3094.0,84.0,27.0,58.0,14.0,0.0,1.0,0.0,1.0,0.0,74.0
2305.0,64.0,21.0,30.0,14.0,0.0,0.0,0.0,1.0,0.0,71.0
4932.0,123.0,47.0,130.0,43.0,0.0,0.0,0.0,1.0,0.0,129.0
3709.0,104.0,39.0,64.0,45.0,0.0,1.0,0.0,1.0,0.0,95.0
4139.0,103.0,40.0,94.0,32.0,0.0,0.0,0.0,1.0,0.0,111.0
4769.0,117.0,45.0,82.0,53.0,0.0,0.0,1.0,1.0,0.0,116.0
5457.0,125.0,41.0,116.0,36.0,0.0,0.0,0.0,1.0,0.0,115.0
3599.0,85.0,31.0,58.0,34.0,1.0,0.0,0.0,1.0,0.0,93.0
4562.0,118.0,49.0,96.0,53.0,0.0,0.0,0.0,1.0,0.0,119.0
6794.0,147.0,52.0,156.0,42.0,0.0,0.0,1.0,1.0,1.0,164.0
4448.0,109.0,37.0,96.0,30.0,0.0,0.0,1.0,1.0,1.0,90.0
3845.0,100.0,36.0,72.0,33.0,1.0,0.0,0.0,1.0,0.0,104.0
2146.0,61.0,21.0,26.0,14.0,0.0,0.0,0.0,1.0,0.0,67.0
6040.0,141.0,46.0,142.0,36.0,0.0,0.0,1.0,1.0,1.0,134.0
2464.0,69.0,25.0,36.0,20.0,0.0,0.0,0.0,1.0,0.0,78.0
3798.0,100.0,33.0,72.0,27.0,0.0,1.0,0.0,1.0,0.0,99.0
4556.0,103.0,39.0,96.0,49.0,0.0,0.0,1.0,1.0,0.0,123.0
4246.0,103.0,37.0,76.0,45.0,1.0,0.0,0.0,1.0,0.0,120.0
2955.0,83.0,32.0,48.0,35.0,0.0,1.0,0.0,0.0,0.0,92.0
2898.0,67.0,27.0,52.0,36.0,0.0,0.0,0.0,1.0,0.0,85.0
5620.0,132.0,45.0,128.0,38.0,0.0,0.0,1.0,1.0,1.0,138.0
2588.0,70.0,22.0,46.0,19.0,0.0,0.0,0.0,1.0,0.0,79.0
5285.0,127.0,43.0,108.0,38.0,0.0,0.0,1.0,1.0,1.0,99.0
4670.0,116.0,38.0,78.0,55.0,1.0,0.0,0.0,1.0,0.0,87.0
6346.0,151.0,55.0,132.0,67.0,0.0,0.0,1.0,1.0,1.0,137.0
6047.0,147.0,53.0,136.0,53.0,0.0,0.0,0.0,1.0,1.0,143.0
2542.0,72.0,22.0,38.0,21.0,0.0,0.0,0.0,1.0,0.0,77.0
4574.0,110.0,41.0,106.0,34.0,0.0,0.0,0.0,1.0,1.0,108.0
5577.0,138.0,49.0,112.0,61.0,0.0,0.0,1.0,1.0,1.0,102.0
3334.0,95.0,38.0,54.0,37.0,0.0,1.0,1.0,1.0,0.0,80.0
2538.0,67.0,22.0,34.0,18.0,0.0,0.0,0.0,1.0,0.0,72.0
3234.0,89.0,30.0,50.0,23.0,0.0,0.0,1.0,1.0,0.0,85.0
4078.0,104.0,36.0,66.0,50.0,1.0,0.0,0.0,1.0,0.0,98.0
3137.0,76.0,28.0,68.0,30.0,0.0,0.0,0.0,1.0,0.0,76.0
5437.0,133.0,50.0,138.0,45.0,0.0,0.0,0.0,1.0,0.0,143.0
4941.0,112.0,45.0,118.0,53.0,0.0,0.0,0.0,1.0,1.0,129.0
3237.0,83.0,26.0,56.0,25.0,1.0,0.0,0.0,1.0,0.0,82.0
3020.0,76.0,26.0,52.0,31.0,0.0,0.0,0.0,1.0,0.0,90.0
4420.0,113.0,42.0,108.0,37.0,0.0,0.0,0.0,1.0,0.0,121.0
2366.0,66.0,21.0,36.0,14.0,0.0,0.0,0.0,1.0,0.0,72.0
4428.0,103.0,39.0,100.0,34.0,0.0,0.0,0.0,1.0,1.0,107.0
4819.0,116.0,44.0,108.0,34.0,0.0,0.0,0.0,1.0,1.0,112.0
5764.0,148.0,56.0,122.0,57.0,0.0,0.0,0.0,1.0,1.0,129.0
2529.0,71.0,27.0,42.0,22.0,0.0,0.0,0.0,1.0,0.0,79.0
2884.0,73.0,26.0,46.0,25.0,1.0,0.0,0.0,1.0,0.0,84.0
3133.0,84.0,33.0,68.0,33.0,0.0,1.0,0.0,1.0,0.0,93.0
7852.0,170.0,60.0,214.0,51.0,0.0,0.0,1.0,1.0,1.0,144.0
3080.0,83.0,32.0,52.0,22.0,1.0,0.0,0.0,1.0,0.0,83.0
